game_id,name,yearpublished,minplayers,maxplayers,playingtime,age,description,thumbnail,image,boardgamepublisher,boardgamedesigner,boardgameartist,boardgamehonor,boardgamemechanic,boardgamecategory,boardgamesubdomain,usersrated,average,rank
157354,Five Tribes,2014,2,4,80,13,"Crossing into the Land of 1001 Nights, your caravan arrives at the fabled Sultanate of Naqala. The old sultan just died and control of Naqala is up for grabs! The oracles foretold of strangers who would maneuver the Five Tribes to gain influence over the legendary city-state. Will you fulfill the prophecy? Invoke the old Djinns and move the Tribes into position at the right time, and the Sultanate may become yours!<br/><br/>Designed by Bruno Cathala, Five Tribes builds on a long tradition of German-style games that feature wooden meeples. Here, in a unique twist on the now-standard &quot;worker placement&quot; genre, the game begins with the meeples already in place &ndash; and players must cleverly maneuver them over the villages, markets, oases, and sacred places tiles that make up Naqala. How, when, and where you dis-place these Five Tribes of Assassins, Elders, Builders, Merchants, and Viziers determine your victory or failure.<br/><br/>As befitting a Days of Wonder game, the rules are straightforward and easy to learn. But devising a winning strategy will take a more calculated approach than our standard fare. You need to carefully consider what moves can score you well and put your opponents at a disadvantage. You need to weigh many different pathways to victory, including the summoning of powerful Djinns that may help your cause as you attempt to control this legendary Sultanate.<br/><br/>",https://cf.geekdo-images.com/thumb/img/j7n3RouVn6V-oVhyjU5NmhEOTzU=/fit-in/200x150/pic2055255.jpg,https://cf.geekdo-images.com/original/img/ysxyEQPPbio1xvtx56l_8P8BkYs=/0x0/pic2055255.jpg,Days of Wonder;Asterion Press;Rebel,Bruno Cathala,Clément Masson,14,Area Control / Area Influence;Auction/Bidding;Card Drafting;Modular Board;Set Collection,Animals;Arabian;Fantasy;Mythology,Strategy Games,21614,7.80358,51
159675,Fields of Arle,2014,1,2,120,13,"In the worker placement game Fields of Arle, set in the German region of East Frisia, players develop an estate and expand their territory by cutting peat and building dikes.<br/><br/>The game covers nine half-years with alternating summer and winter seasons, and each season allows or denies specific player actions. Different and detailed manufacturing processes allow a player to create goods needed to expand her estate. In addition, trades with adjoining municipalities can help a player gain the needed resources or goods for building and expanding.<br/><br/>",https://cf.geekdo-images.com/thumb/img/lKzUtdJxoZcMDlvz7SFwRDqoAaY=/fit-in/200x150/pic2225968.png,https://cf.geekdo-images.com/original/img/xlgiqGRKx6LZuhjh5iR-dtbMrJQ=/0x0/pic2225968.png,Feuerland Spiele;999 Games;Filosofia Éditions;Games Factory Publishing;Maldito Games;テンデイズゲームズ (Ten Days Games);Z-Man Games,Uwe Rosenberg,Dennis Lohausen,6,Worker Placement,Economic;Farming;Industry / Manufacturing,Strategy Games,4619,8.18315,52
93,El Grande,1995,2,5,120,12,"In this award-winning game, players take on the roles of Grandes in medieval Spain.  The king's power is flagging, and these powerful lords are vying for control of the various regions.  To that end, you draft caballeros (knights in the form of colored cubes) into your court and subsequently move them onto the board to help seize control of regions.  After every third round, the regions are scored, and after the ninth round, the player with the most points is the winner.<br/><br/>In each of the nine rounds, you select one of your 13 power cards to determine turn order as well as the number of caballeros you get to move from the provinces (general supply) into your court (personal supply).<br/><br/>A turn then consists of selecting one of five action cards which allow variations to the rules and additional scoring opportunities in addition to determining how many caballeros to move from your court to one or more of the regions on the board (or into the castillo - a secretive tower). Normally, you may only place your caballeros into regions adjacent to the one containing the king pawn. The one hard and fast rule in El Grande is that nothing may move into or out of the king's region. One of the five action cards that is always available each round allows you to move the king to a new region. The other four action cards varying from round to round.<br/><br/>The goal is to have a caballero majority in as many regions (and the castillo) as possible during a scoring round. Following the scoring of the castillo, you place any cubes you had stashed there into the region you had secretly indicated on your region dial. Each region is then scored individually according to a table printed in that region. Two-point bonuses are awarded for having sole majority in the region containing your Grande (large cube) and in the region containing the king.<br/><br/>",https://cf.geekdo-images.com/thumb/img/bbuF9LOZzxsmodE1ykRcEehzzl8=/fit-in/200x150/pic180538.jpg,https://cf.geekdo-images.com/original/img/M3EB6PPPhdhwXaEZyr1335o_3lQ=/0x0/pic180538.jpg,Hans im Glück;999 Games;Användbart Litet Företag;Descartes Editeur;Filosofia Éditions;Gabinete Lúdico;Rio Grande Games,Wolfgang Kramer;Richard Ulrich,Doris Matthäus,4,Area Control / Area Influence;Area Movement;Auction/Bidding;Card Drafting;Hand Management;Memory;Simultaneous Action Selection,Renaissance,Strategy Games,19795,7.79229,53
163412,Patchwork,2014,2,2,30,8,"In Patchwork, two players compete to build the most aesthetic (and high-scoring) patchwork quilt on a personal 9x9 game board. To start play, lay out all of the patches at random in a circle and place a marker directly clockwise of the 2-1 patch. Each player takes five buttons &mdash; the currency/points in the game &mdash; and someone is chosen as the start player.<br/><br/>On a turn, a player either purchases one of the three patches standing clockwise of the spool or passes. To purchase a patch, you pay the cost in buttons shown on the patch, move the spool to that patch's location in the circle, add the patch to your game board, then advance your time token on the time track a number of spaces equal to the time shown on the patch. You're free to place the patch anywhere on your board that doesn't overlap other patches, but you probably want to fit things together as tightly as possible. If your time token is behind or on top of the other player's time token, then you take another turn; otherwise the opponent now goes. Instead of purchasing a patch, you can choose to pass; to do this, you move your time token to the space immediately in front of the opponent's time token, then take one button from the bank for each space you moved.<br/><br/>In addition to a button cost and time cost, each patch also features 0-3 buttons, and when you move your time token past a button on the time track, you earn &quot;button income&quot;: sum the number of buttons depicted on your personal game board, then take this many buttons from the bank.<br/><br/>What's more, the time track depicts five 1x1 patches on it, and during set-up you place five actual 1x1 patches on these spaces. Whoever first passes a patch on the time track claims this patch and immediately places it on his game board.<br/><br/>Additionally, the first player to completely fill in a 7x7 square on his game board earns a bonus tile worth 7 extra points at the end of the game. (Of course, this doesn't happen in every game.)<br/><br/>When a player takes an action that moves his time token to the central square of the time track, he takes one final button income from the bank. Once both players are in the center, the game ends and scoring takes place. Each player scores one point per button in his possession, then loses two points for each empty square on his game board. Scores can be negative. The player with the most points wins.<br/><br/>",https://cf.geekdo-images.com/thumb/img/3KaofJ_Nl0a7lOFXS9PveSmQ7vE=/fit-in/200x150/pic2270442.jpg,https://cf.geekdo-images.com/original/img/Z8MYZktgvGTtIikMv9HSpD_ERAI=/0x0/pic2270442.jpg,"Lookout Games;999 Games;Compaya.hu - Gamer Café Kft.;Crowd Games;Funforge;GeGe Co. Ltd.;Kaissa Chess & Games;Korea Boardgames co., Ltd.;Lacerta;Lautapelit.fi;Ludicus;Ludofy Creative;Maldito Games;Mayfair Games;MINDOK;NeoTroy Games;Rebel;uplay.it edizioni;Нескучные игры",Uwe Rosenberg,Klemens Franz,9,Tile Placement;Time Track,Abstract Strategy;Puzzle,Abstract Games;Family Games,26248,7.76802,54
40834,Dominion: Intrigue,2009,2,4,30,13,"In Dominion: Intrigue (as with Dominion), each player starts with an identical, very small deck of cards. In the center of the table is a selection of other cards the players can &quot;buy&quot; as they can afford them. Through their selection of cards to buy, and how they play their hands as they draw them, the players construct their deck on the fly, striving for the most efficient path to the precious victory points by game end.<br/><br/>From the back of the box: &quot;Something&rsquo;s afoot. The steward smiles at you like he has a secret, or like he thinks you have a secret, or like you think he thinks you have a secret. There are secret plots brewing, you&rsquo;re sure of it. At the very least, there are yours. A passing servant murmurs, &ldquo;The eggs are on the plate.&rdquo; You frantically search your codebook for the translation before realizing he means that breakfast is ready. Excellent. Everything is going according to plan.&quot;<br/><br/>Dominion: Intrigue adds rules for playing with up to 8 players at two tables or for playing a single game with up to 6 players when combined with Dominion. This game adds 25 new Kingdom cards and a complete set of Treasure and Victory cards. The game can be played alone by players experienced in Dominion or with the basic game of Dominion.<br/><br/>Part of the Dominion series.<br/><br/>Integrates with:<br/><br/>    Dominion<br/><br/><br/><br/><br/>Also released as an expansion that requires the base game or card set to play: Dominion: Die Intrige – Erweiterung.<br/><br/>",https://cf.geekdo-images.com/thumb/img/mXbotIurS_kqKiAnbT92D81Xqa0=/fit-in/200x150/pic460011.jpg,https://cf.geekdo-images.com/original/img/r0aALn-3X6WgRcnDqVxbxGSG0tw=/0x0/pic460011.jpg,"Rio Grande Games;999 Games;Albi;ASS Altenburger Spielkarten;Bard Centrum Gier;Devir;Filosofia Éditions;Games Factory Publishing;Gém Klub Kft.;Giochi Uniti;Hans im Glück;Hobby Japan;Hobby World;Korea Boardgames co., Ltd.;Lautapelit.fi;Stupor Mundi;Swan Panasia Co., Ltd.;Vennerød Forlag AS",Donald X. Vaccarino,"Matthias Catrein;Julien Delval;Martin Hoffmann;Tomasz Jedruszek;Alexander Jung;Lars-Arne ""Maura"" Kalusky;Ryan Laukat;Harald Lieske;Dennis Lohausen;Michael Menzel;Marcel-André Casasola Merkle;Claus Stephan;Christof Tisch;Franz Vohwinkel",8,Card Drafting;Deck / Pool Building;Hand Management,Card Game;Medieval,Strategy Games,25137,7.76641,55
132531,Roll for the Galaxy,2014,2,5,45,13,"Game description from the publisher:<br/><br/>Roll for the Galaxy is a dice game of building space empires for 2&ndash;5 players. Your dice represent your populace, whom you direct to develop new technologies, settle worlds, and ship goods. The player who best manages his workers and builds the most prosperous empire wins!<br/><br/>This dice version of Race for the Galaxy takes players on a new journey through the Galaxy, but with the feel of the original game.<br/><br/>",https://cf.geekdo-images.com/thumb/img/k3jYCE3FCLUkcJH3OhGt-LXZPMA=/fit-in/200x150/pic1473629.jpg,https://cf.geekdo-images.com/original/img/SBmipyinTpLle9HmAfE0jJWKj3I=/0x0/pic1473629.jpg,Rio Grande Games;Crowd Games;Games Factory Publishing;Gigamic;Pegasus Spiele,Wei-Hwa Huang;Thomas Lehmann,Martin Hoffmann;Claus Stephan;Mirko Suzuki,6,Deck / Pool Building;Dice Rolling;Simultaneous Action Selection;Variable Phase Order;Variable Player Powers,Civilization;Dice;Economic;Science Fiction;Space Exploration,Strategy Games,18135,7.78313,56
201808,Clank!: A Deck-Building Adventure,2016,2,4,60,12,"Description from the publisher:<br/><br/>Burgle your way to adventure in the deck-building board game Clank! Sneak into an angry dragon's mountain lair to steal precious artifacts. Delve deeper to find more valuable loot. Acquire cards for your deck and watch your thievish abilities grow.<br/><br/>Be quick and be quiet. One false step and CLANK! Each careless sound draws the attention of the dragon, and each artifact stolen increases its rage. You can enjoy your plunder only if you make it out of the depths alive!<br/><br/>",https://cf.geekdo-images.com/thumb/img/pnE-JXfh_sjWxn6MTI19f6TBcKo=/fit-in/200x150/pic3056966.jpg,https://cf.geekdo-images.com/original/img/MfZd82Kty4dFb6_hWj_OR03fzZI=/0x0/pic3056966.jpg,Renegade Game Studios;Dire Wolf Digital;Lavka Games;Lucrum Games;Raven Distribution;Reflexshop;Schwerkraft-Verlag,Paul Dennen,Rayph Beisner;Raul Ramos;Nate Storm,5,Card Drafting;Deck / Pool Building;Player Elimination;Point to Point Movement;Press Your Luck,Adventure;Fantasy,Family Games;Strategy Games,10668,7.90767,57
103885,Star Wars: X-Wing Miniatures Game,2012,2,2,45,14,"Game description from the publisher:<br/><br/>Star Wars: X-Wing Miniatures Game is a tactical ship-to-ship combat game in which players take control of powerful Rebel X-wings and nimble Imperial TIE fighters, facing them against each other in fast-paced space combat. Featuring stunningly detailed and painted miniatures, the X-Wing Miniatures Game recreates exciting Star Wars space combat throughout its several included scenarios. Select your crew, plan your maneuvers, and complete your mission!<br/><br/>Whatever your chosen vessel, the rules of X-Wing facilitate fast and visceral gameplay that puts you in the middle of Star Wars fiercest firefights. Each ship type has its own unique piloting dial, which is used to secretly select a speed and maneuver each turn. After planning maneuvers, each ship's dial is revealed and executed (starting with the lowest skilled pilot). So whether you rush headlong toward your enemy showering his forward deflectors in laser fire, or dance away from him as you attempt to acquire a targeting lock, you'll be in total control throughout all the tense dogfighting action.<br/><br/>Star Wars: X-Wing features (three) unique missions, and each has its own set of victory conditions and special rules; with such a broad selection of missions, only clever and versatile pilots employing a range of tactics will emerge victorious. What's more, no mission will ever play the same way twice, thanks to a range of customization options, varied maneuvers, and possible combat outcomes. Damage, for example, is determined through dice and applied in the form of a shuffled Damage Deck. For some hits your fighter sustains, you'll draw a card that assigns a special handicap. Was your targeting computer damaged, affecting your ability to acquire a lock on the enemy? Perhaps an ill-timed weapon malfunction will limit your offensive capabilities. Or worse yet, your pilot could be injured, compromising his ability to focus on the life-and-death struggle in which he is engaged...<br/><br/>The Star Wars: X-Wing starter set includes everything you need to begin your battles, such as scenarios, cards, and fully assembled and painted ships. What's more, Star Wars: X-Wing's quick-to-learn ruleset establishes the foundation for a system that can be expanded with your favorite ships and characters from the Star Wars universe.<br/><br/>",https://cf.geekdo-images.com/thumb/img/tyXamGukP4rH_si0avYBsAqqxzE=/fit-in/200x150/pic1603292.jpg,https://cf.geekdo-images.com/original/img/6GthoJMvWgSpxVoWF1TEbMtXWd4=/0x0/pic1603292.jpg,"Fantasy Flight Games;cutia.ro;Delta Vision Publishing;Edge Entertainment;Galakta;Galápagos Jogos;Giochi Uniti;Heidelberger Spieleverlag;Hobby World;Korea Boardgames co., Ltd.;Martinex;Peliko;Stratelibri;Wargames Club Publishing",Jason Little,Matt Allsopp;Sacha Angel Diener;Jon Bosco;Matt Bradbury;Blake Henriksen;Jason Juta;Lucasfilm Ltd.;Henning Ludvigsen;Jorge Maese;Dallas Mehlhoff;Scott Murphy;David A. Nash;Vlad Ricean;Matthew Starbuck;Nicholas Stohlman;Angela Sung,11,Action / Movement Programming;Dice Rolling;Player Elimination;Simultaneous Action Selection;Variable Player Powers,Aviation / Flight;Bluffing;Collectible Components;Miniatures;Movies / TV / Radio theme;Science Fiction;Wargame,Customizable Games;Wargames,19071,7.83241,58
150376,Dead of Winter: A Crossroads Game,2014,2,5,120,13,"Game description from the publisher:<br/><br/>&quot;Crossroads&quot; is a new series from Plaid Hat Games that tests a group of survivors' ability to work together and stay alive while facing crises and challenges from both outside and inside.<br/><br/>Dead of Winter: A Crossroads Game, the first game in this series, puts 2-5 players in a small, weakened colony of survivors in a world where most of humanity is either dead or diseased, flesh-craving monsters. Each player leads a faction of survivors with dozens of different characters in the game.<br/><br/>Dead of Winter is a meta-cooperative psychological survival game. This means players are working together toward one common victory condition &mdash; but for each individual player to achieve victory, he must also complete his personal secret objective. This secret objective could relate to a psychological tick that's fairly harmless to most others in the colony, a dangerous obsession that could put the main objective at risk, a desire for sabotage of the main mission, or (worst of all) vengeance against the colony! Certain games could end with all players winning, some winning and some losing, or all players losing. Work toward the group's goal, but don't get walked all over by a loudmouth who's looking out only for his own interests!<br/><br/>Dead of Winter is an experience that can be accomplished only through the medium of tabletop games. It's a story-centric game about surviving through a harsh winter in an apocalyptic world. The survivors are all dealing with their own psychological imperatives, but must still find a way to work together to fight off outside threats, resolve crises, find food and supplies, and keep the colony's morale up.<br/><br/>Dead of Winter has players making frequent, difficult, heavily- thematic, wildly-varying decisions that often have them deciding between what is best for the colony and what is best for themselves.<br/><br/>",https://cf.geekdo-images.com/thumb/img/da35zyUhqdAVUoYNFvTdvp_MsnY=/fit-in/200x150/pic3016500.jpg,https://cf.geekdo-images.com/original/img/pOYQOSR1CnXcN6pEPx3yFDjKFaA=/0x0/pic3016500.jpg,"Plaid Hat Games;Arclight;Cube Factory of Ideas;Edge Entertainment;Galápagos Jogos;Game Harbor;Gém Klub Kft.;Gemenot;Heidelberger Spieleverlag;Korea Boardgames co., Ltd.;MINDOK;Raven Distribution",Jonathan Gilmour;Isaac Vega,David Richards;Fernanda Suárez;Peter Wocken,11,Action Point Allowance System;Area Movement;Co-operative Play;Dice Rolling;Hand Management;Press Your Luck;Storytelling;Trading;Variable Player Powers;Voting,Bluffing;Deduction;Horror;Zombies,Thematic Games,28113,7.76224,59
230802,Azul,2017,2,4,45,8,"Introduced by the Moors, azulejos (originally white and blue ceramic tiles) were fully embraced by the Portuguese when their king Manuel I, on a visit to the Alhambra palace in Southern Spain, was mesmerized by the stunning beauty of the Moorish decorative tiles. The king, awestruck by the interior beauty of the Alhambra, immediately ordered that his own palace in Portugal be decorated with similar wall tiles. As a tile-laying artist, you have been challenged to embellish the walls of the Royal Palace of Evora.<br/><br/>In the game Azul, players take turns drafting colored tiles from suppliers to their player board. Later in the round, players score points based on how they've placed their tiles to decorate the palace. Extra points are scored for specific patterns and completing sets; wasted supplies harm the player's score. The player with the most points at the end of the game wins.<br/><br/>",https://cf.geekdo-images.com/thumb/img/_ed_JktpgFwTr2WjEQgYMzHBvOQ=/fit-in/200x150/pic3718275.jpg,https://cf.geekdo-images.com/original/img/9-SR48jyfxs4At6255sjHoly2sw=/0x0/pic3718275.jpg,Next Move Games;Plan B Games;Asmodee;Broadway Toys LTD;Gém Klub Kft.;Ghenos Games;Hobby Japan;Lacerta;TWOPLUS Games;Zvezda,Michael Kiesling,Philippe Guérin;Chris Quilliams,9,Pattern Building;Set Collection;Tile Placement,Abstract Strategy,Abstract Games;Family Games,6951,8.00251,60
37111,Battlestar Galactica: The Board Game,2008,3,6,300,10,"Battlestar Galactica: The Board Game is an exciting game of mistrust, intrigue, and the struggle for survival. Based on the epic and widely-acclaimed Sci Fi Channel series, Battlestar Galactica: The Board Game puts players in the role of one of ten of their favorite characters from the show. Each playable character has their own abilities and weaknesses, and must all work together in order for humanity to have any hope of survival. However, one or more players in every game secretly side with the Cylons. Players must attempt to expose the traitor while fuel shortages, food contaminations, and political unrest threatens to tear the fleet apart.<br/><br/>After the Cylon attack on the Colonies, the battered remnants of the human race are on the run, constantly searching for the next signpost on the road to Earth. They face the threat of Cylon attack from without, and treachery and crisis from within. Humanity must work together if they are to have any hope of survival&hellip;but how can they, when any of them may, in fact, be a Cylon agent?<br/><br/>Battlestar Galactica: The Board Game is a semi-cooperative game for 3-6 players ages 10 and up that can be played in 2-3 hours. Players choose from pilots, political leaders, military leaders, or engineers to crew Galactica. They are also dealt a loyalty card at the start of the game to determine if they are a human or Cylon along with an assortment of skill cards based on their characters abilities. Players then can move and take actions either on Galactica, on Colonial 1, or in a Viper. They need to collect skill cards, fend off Cylon ships, and keep Galactica and the fleet jumping. Each turn also brings a Crisis Card, various tasks that players must overcome. Players need to play matching skill cards to fend off the problems; skill cards that don't match hinder the players success. Fate could be working against the crew, or there could be a traitorous Cylon! As players get closer and closer towards reaching their Earth, another round of loyalty cards are passed out and more Cylons may turn up. If players can keep their up their food stores, fuel levels, ship morale, and population, and they can keep Galactica in one piece long enough to make it to Earth, the Humans win the game. But if the Cylon players reveal themselves at the right moment and bring down Galactica, the Humans have lost.<br/><br/>Official Site, Rules &amp; FAQ: <a target='_blank' href=""http://www.fantasyflightgames.com/edge_minisite_sec.asp?eidm=18&amp"" rel=""nofollow"">http://www.fantasyflightgames.com/edge_minisite_sec.asp?eidm...</a>;esem=4<br/>Unofficial FAQ for really tricky questions: <a target='_blank' href=""http://boardgamegeek.com/wiki/page/Battlestar_Galactica_FAQ"" rel=""nofollow"">http://boardgamegeek.com/wiki/page/Battlestar_Galactica_FAQ</a><br/><br/>",https://cf.geekdo-images.com/thumb/img/NpZjJd2NgxSJV2WrlB_U1e89txY=/fit-in/200x150/pic354500.jpg,https://cf.geekdo-images.com/original/img/-hZFpTm-evjyuLD_bj-y845-4f8=/0x0/pic354500.jpg,Fantasy Flight Games;Edge Entertainment;Editrice Giochi;Galakta;Game Harbor;Giochi Uniti;Heidelberger Spieleverlag,Corey Konieczka,Kevin Childress;Andrew Navaro;Brian Schomburg;WiL Springer,12,Area Movement;Co-operative Play;Dice Rolling;Hand Management;Partnerships;Role Playing;Variable Player Powers,Bluffing;Deduction;Movies / TV / Radio theme;Political;Science Fiction;Space Exploration;Spies/Secret Agents,Thematic Games,27652,7.7553,61
162886,Spirit Island,2017,1,4,120,13,"In the most distant reaches of the world, magic still exists, embodied by spirits of the land, of the sky, and of every natural thing. As the great powers of Europe stretch their colonial empires further and further, they will inevitably lay claim to a place where spirits still hold power - and when they do, the land itself will fight back alongside the islanders who live there.<br/><br/>Spirit Island is a complex and thematic cooperative game about defending your island home from colonizing Invaders. Players are different spirits of the land, each with its own unique elemental powers. Every turn, players simultaneously choose which of their power cards to play, paying energy to do so. Using combinations of power cards that match a spirit's elemental affinities can grant free bonus effects. Faster powers take effect immediately, before the Invaders spread and ravage, but other magics are slower, requiring forethought and planning to use effectively. In the Spirit phase, spirits gain energy, and choose how / whether to Grow: to reclaim used power cards, to seek for new power, or to spread presence into new areas of the island.<br/><br/>The Invaders expand across the island map in a semi-predictable fashion. Each turn they explore into some lands (portions of the island); the next turn, they build in those lands, forming settlements and cities. The turn after that, they ravage there, bringing blight to the land and attacking any native islanders present.<br/><br/>The islanders fight back against the Invaders when attacked, and lend the spirits some other aid, but may not always do so exactly as you'd hoped. Some Powers work through the islanders, helping them (eg) drive out the Invaders or clean the land of blight.<br/><br/>The game escalates as it progresses: spirits spread their presence to new parts of the island and seek out new and more potent powers, while the Invaders step up their colonization efforts. Each turn represents 1-3 years of alternate-history.<br/><br/>At game start, winning requires destroying every last settlement and city on the board - but as you frighten the Invaders more and more, victory becomes easier: they'll run away even if some number of settlements or cities remain. Defeat comes if any spirit is destroyed, if the island is overrun by blight, or if the Invader deck is depleted before achieving victory.<br/><br/>The game includes different adversaries to fight against (eg: a French Plantation Colony, or a Remote British Colony). Each changes play in different ways, and offers a different path of difficulty boosts to keep the game challenging as you gain skill.<br/><br/>",https://cf.geekdo-images.com/thumb/img/t9mRnhW6swyL2nPSScv9iroCyZQ=/fit-in/200x150/pic3615739.png,https://cf.geekdo-images.com/original/img/RmP2yBDA0LE-ZFWrEXAkgRuYjn0=/0x0/pic3615739.png,Greater Than Games (Fabled Nexus);Intrafin Games;Pegasus Spiele,R. Eric Reuss,Jason Behnke;Kat G Bermelin;Loïc Billiau;Cari Corene;Lucas Durham;Rocky Hammer;Sydni Kruger;Nolan Nasser;Jorge Ramos;Adam Rebottaro;Moro Rogers;Graham Sternberg;Shane Tyree;Joshua Wright (I),8,Card Drafting;Co-operative Play;Hand Management;Modular Board;Simultaneous Action Selection;Variable Player Powers,Age of Reason;Environmental;Fantasy;Fighting;Mythology;Renaissance;Territory Building,Strategy Games;Thematic Games,3096,8.50613,62
172386,Mombasa,2015,2,4,150,12,"In Mombasa, players acquire shares of chartered companies based in Mombasa, Cape Town, Saint-Louis, and Cairo and propagate trading posts of these companies throughout the African continent in order to earn the most money.<br/><br/>Mombasa features a unique, rotating-display hand-mechanism that drives game play. Each round players choose action cards from their hand, then reveal them simultaneously and carry out the actions. These cards are then placed in a discard pile, and the previously played cards recovered for the subsequent round.<br/><br/>Each company has a double-sided company track, so games will vary quite a lot based on which tracks are revealed and at which companies they are placed.<br/><br/>",https://cf.geekdo-images.com/thumb/img/G-_djHkm5LFZuqSokCvGt22VY4E=/fit-in/200x150/pic2611318.jpg,https://cf.geekdo-images.com/original/img/7JDxzN4LbAeslZGBU1G7Ccqutx0=/0x0/pic2611318.jpg,eggertspiele;Albi;Arclight;Bright World Games;Delta Vision Publishing;The Game Master BV;Gigamic;Lacerta;LudoSentinel;Meeple BR Jogos;Pegasus Spiele;R&R Games;uplay.it edizioni,Alexander Pfister,Klemens Franz;Andreas Resch,15,Action / Movement Programming;Area Control / Area Influence;Card Drafting;Deck / Pool Building;Hand Management;Simultaneous Action Selection;Stock Holding;Variable Player Powers;Worker Placement,Economic,Strategy Games,6815,7.95621,63
2511,Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases,1981,1,8,120,10,"Have you ever had the desire to walk the streets of Victorian London with Sherlock Holmes in search of Professor Moriarty? To search the docks for the giant rat of Sumatra? To walk up Baker Street as the fog is rolling in and hear Holmes cry out, &quot;Come, Watson, come! The game is afoot!&quot;? Now you can! You can enter the opium den beneath the Bar of Gold, but beware, that may be Colonel Sebastian Moran lurking around the corner. You can capture the mystery and excitement of Holmes' London in this challenging and informative game. You, the player, will match your deductive abilities against your opponents and the master sleuth himself, Sherlock Holmes.<br/><br/>In Sherlock Holmes Consulting Detective, you are presented with a mystery to solve, and it is then up to you to trace the threads of evidence through the byways and mansions of nineteenth century London. You will interview suspects, search the newspapers for clues, and put together the facts to reach a solution.<br/><br/>Why were two lions murdered in Hyde Park? Who is responsible for the missing paintings from the National Gallery? Who murdered Oswald Mason and why? These are just a few of the cases that will challenge your ingenuity and deductive abilities.<br/><br/>This is not a board game: No dice, no luck, but a challenge to your mental ability. The game has been thoroughly researched for Holmesian and Victorian accuracy so as to capture a feeling of that bygone era.<br/><br/>",https://cf.geekdo-images.com/thumb/img/wbBjlSJodaCuoGAiQAsmnkDEuQA=/fit-in/200x150/pic3514298.jpg,https://cf.geekdo-images.com/original/img/e0abWKqZdzwxb0Keyxjf-Y5sZsw=/0x0/pic3514298.jpg,"Sleuth Publications;Space Cowboys;Asmodee;Asterion Press;Casper;Chessex;Descartes Editeur;Edge Entertainment;International Team;Kaissa Chess & Games;KOSMOS;Ystari Games;二見書房 ( Futami Shobo Publishing Co., Ltd. )",Raymond Edwards;Suzanne Goldberg;Gary Grady,Bernard Bittler;Arnaud Demaegd;Nils Gulliksson;Neriac;Pascal Quidault;Stefan Thulin,6,Co-operative Play;Storytelling,Deduction;Murder/Mystery;Novel-based;Post-Napoleonic;Spies/Secret Agents,Thematic Games,11168,7.82903,64
216132,Clans of Caledonia,2017,1,4,120,12,"Clans of Caledonia is a mid-to-heavy economic game set in 19th-century Scotland. At this time, Scotland made the transition from an agricultural to an industrialized country that heavily relied on trade and export. In the following years, food production increased significantly to feed the population growth. Linen was increasingly substituted by the cheaper cotton and raising sheep was given high importance. More and more distilleries were founded and whisky became the premium alcoholic beverage in Europe.<br/><br/>Players represent historic clans with unique abilities and compete to produce, trade and export agricultural goods and of course whisky!<br/><br/>The game ends after five rounds. Each round consists of the three phases:<br/><br/>1. Players' turns<br/>2. Production phase<br/>3. Round scoring<br/><br/>1. Players take turns and do one of eight possible actions, from building, to upgrading, trading and exporting. When players run out of money, they pass and collect a passing bonus.<br/><br/>2. In the production phase, each player collects basic resources, refined goods and cash from their production units built on the game map. Each production unit built makes income visible on the player mat. Refined goods require the respective basic resource.<br/><br/>3. Players receive VPs depending on the scoring tile of the current round.<br/><br/>The game comes with eight different clans, a modular board with 16 configurations, eight port bonuses and eight round scoring tiles.<br/><br/>",https://cf.geekdo-images.com/thumb/img/__sPHWUZPKNOYeLZWsS_c18Exrw=/fit-in/200x150/pic3511783.png,https://cf.geekdo-images.com/original/img/wMBrwd-ZnHVV_XvVT3Tc6LtD0Ng=/0x0/pic3511783.png,Karma Games;BoardM Factory;Crowd Games;Czacha Games;Gen-X Games;Meeple BR Jogos;PixieGames;Red Glove;テンデイズゲームズ (Ten Days Games),Juma Al-JouJou,Klemens Franz,3,Commodity Speculation;Modular Board;Route/Network Building;Variable Player Powers,Economic,Strategy Games,4307,8.17396,65
73439,Troyes,2010,2,4,90,12,"In Troyes, recreate four centuries of history of this famous city of the Champagne region of France.  Each player manages their segment of the population (represented by a horde of dice) and their hand of cards, which represent the three primary domains of the city:  religious, military, and civil.  Players can also offer cash to their opponents' populace in order to get a little moonlighting out of them&mdash;anything for more fame!<br/><br/>Make your underlings:<br/><br/>     work on the cathedral<br/>     combat misfortune<br/>     bustle about the city<br/>     and other such tasks that are below your family's stature<br/><br/><br/><br/><br/>Many editions of Troyes released in 2016 or later include bonus cards originally released on their own, so they have a separate listing in the BGG database.<br/><br/>",https://cf.geekdo-images.com/thumb/img/sM2lpUBjW79Ue2TM9NICXJJdnao=/fit-in/200x150/pic750583.jpg,https://cf.geekdo-images.com/original/img/jgHgQKbmvFx2xDL1MdtYB2-jRek=/0x0/pic750583.jpg,"Pearl Games;Asmodee;Rebel;Swan Panasia Co., Ltd.;uplay.it edizioni;Z-Man Games",Sébastien Dujardin;Xavier Georges;Alain Orban,Sébastien Dujardin;Xavier Georges;Alain Orban;Alexandre Roche,13,Area Control / Area Influence;Dice Rolling;Worker Placement,Dice;Economic;Medieval,Strategy Games,13031,7.76607,66
